,Time,RH,AH,RH_XGB,AH_XGB,RH_NN,AH_NN,RH_AVG,AH_AVG
0,2004-03-10 18:00:00,48.875000953674004,0.7577538251293606,48.842007,0.7823966,51.106559999999995,0.76010245,49.9742835,0.771249525
1,2004-03-10 19:00:00,47.699999809265,0.7254874492424674,48.162365,0.74475116,46.740159999999996,0.69641316,47.4512625,0.72058216
2,2004-03-10 20:00:00,53.975000381470004,0.7502390673981953,60.41294,0.7563613,55.097747999999996,0.7344478,57.755343999999994,0.7454045499999999
3,2004-03-10 21:00:00,60.0,0.7867125330859253,60.204937,0.79625106,60.63325,0.7505613,60.4190935,0.77340618
4,2004-03-10 22:00:00,59.575000762939,0.7887942318667593,59.855988,0.8073604,63.398838,0.8038542,61.627413000000004,0.8056072999999999
5,2004-03-10 23:00:00,59.175000190735,0.7847716643397448,61.886127,0.7629844,61.091919999999995,0.76906353,61.4890235,0.766023965
6,2004-03-11 00:00:00,56.77499961853,0.7603119392843289,56.966908,0.79652506,58.55291,0.77469385,57.75990899999999,0.785609455
7,2004-03-11 01:00:00,60.0,0.7702384578230451,57.100809999999996,0.7435429,61.42986,0.7455586,59.26533499999999,0.7445507499999999
8,2004-03-11 02:00:00,59.674999237061,0.7648187256861201,59.64569,0.8025443,60.13179399999999,0.73356074,59.88874199999999,0.76805252
9,2004-03-11 03:00:00,60.200000762939,0.7516571648306898,60.673687,0.7815989999999999,60.553192,0.72961557,60.6134395,0.755607285
10,2004-03-11 04:00:00,60.474999427795,0.7464945161292466,60.31548299999999,0.7514505,59.036514000000004,0.7317632,59.6759985,0.7416068499999999
11,2004-03-11 05:00:00,56.175000190735,0.7365596001806396,56.290802,0.77794296,61.89512,0.76198524,59.092961,0.7699640999999999
12,2004-03-11 06:00:00,58.125,0.7352950830247281,57.871044,0.7206793,58.961075,0.730301,58.4160595,0.72549015
13,2004-03-11 07:00:00,59.599999427795,0.7417361628563275,69.28714000000001,0.77191305,62.853725,0.7690001999999999,66.07043250000001,0.770456625
14,2004-03-11 08:00:00,57.425000190735,0.7407945757399766,66.348625,0.7832286999999999,59.52800799999999,0.7127283,62.9383165,0.7479784999999999
15,2004-03-11 09:00:00,60.599998474121,0.7691107927579083,60.97727,0.7248151999999999,61.639469999999996,0.6973603,61.30837,0.7110877499999999
16,2004-03-11 10:00:00,58.35000038147,0.7551830826522904,60.4578,0.7454496,59.564747,0.7161115,60.0112735,0.73078055
17,2004-03-11 11:00:00,57.925000190735,0.7351607796315153,58.17569,0.7046433000000001,55.916869999999996,0.69093883,57.046279999999996,0.6977910650000001
18,2004-03-11 12:00:00,66.774998664856,0.7950537885142038,66.52644000000001,0.6773026,65.25056,0.7474166999999999,65.8885,0.71235965
19,2004-03-11 13:00:00,76.425001144409,0.8392680677502771,76.08094,0.84231246,76.00414,0.8207458000000001,76.04254,0.8315291300000001
20,2004-03-11 14:00:00,81.14999961853,0.8735885336185425,80.82348,0.8340316999999999,78.15436600000001,0.846944,79.488923,0.8404878499999999
21,2004-03-11 15:00:00,79.799999237061,0.8777844450980445,79.8757,0.89670455,78.88736,0.88830096,79.38153,0.892502755
22,2004-03-11 16:00:00,71.150001525879,0.8569381279436317,71.62129,0.8608793,71.3201,0.81665486,71.470695,0.83876708
23,2004-03-11 17:00:00,67.624998092651,0.8185012074753434,68.16199999999999,0.8815306,72.57118,0.8579008,70.36659,0.8697157
24,2004-03-11 18:00:00,64.174999237061,0.8065436331736658,64.73438,0.81557846,69.59274,0.8846609000000001,67.16356,0.85011968
25,2004-03-11 19:00:00,69.300001144409,0.8319211444100879,64.26733399999999,0.77127445,69.73629,0.8541532,67.001812,0.8127138249999999
26,2004-03-11 20:00:00,67.75,0.8133139353625914,67.45694,0.79909694,66.73259,0.84277725,67.094765,0.820937095
27,2004-03-11 21:00:00,63.974999427795,0.7419242244892506,64.006996,0.71599716,66.549805,0.70529276,65.2784005,0.71064496
28,2004-03-11 22:00:00,63.39999961853,0.6904844466414399,63.281284,0.6616561,62.856196999999995,0.6267929,63.0687405,0.6442245
29,2004-03-11 23:00:00,60.824998855591005,0.6657443604063102,74.92083000000001,0.71476907,61.915234,0.6895676,68.41803200000001,0.702168335
